,Date,State,Confirmed,Deceased,Recovered,State_Name
532,05-Jun-20,NL,27,0,0,Nagaland
533,05-Jun-20,OR,130,1,123,Odisha
534,05-Jun-20,PB,46,1,26,Punjab
535,05-Jun-20,PY,5,0,6,Puducherry
536,05-Jun-20,RJ,222,5,255,Rajasthan
537,05-Jun-20,SK,1,0,0,Sikkim
538,05-Jun-20,TG,143,8,40,Telangana
539,05-Jun-20,TN,1438,12,861,Tamil Nadu
540,05-Jun-20,TR,48,0,0,Tripura
541,05-Jun-20,TT,9472,286,4770,Total
542,05-Jun-20,UN,127,0,0,State Unassigned
543,05-Jun-20,UP,496,12,209,Uttar Pradesh
544,05-Jun-20,UT,62,1,47,Uttarakhand
545,05-Jun-20,WB,427,11,144,West Bengal
546,05-May-20,AN,0,0,0,Andaman and Nicobar Islands
547,05-May-20,AP,67,1,65,Andhra Pradesh
548,05-May-20,AR,0,0,0,Arunachal Pradesh
549,05-May-20,AS,2,0,0,Assam
550,05-May-20,BR,7,0,31,Bihar
551,05-May-20,CH,17,0,0,Chandigarh
552,05-May-20,CT,1,0,0,Chhattisgarh
553,05-May-20,DD,0,0,0,Daman and Diu
554,05-May-20,DL,206,0,37,Delhi
555,05-May-20,DN,1,0,0,Dadra and Nagar Haveli and Daman and Diu
556,05-May-20,GA,0,0,0,Goa
557,05-May-20,GJ,441,49,186,Gujarat
558,05-May-20,HP,1,1,0,Himachal Pradesh
559,05-May-20,HR,31,0,2,Haryana
560,05-May-20,JH,10,0,6,Jharkhand
561,05-May-20,JK,15,0,17,Jammu and Kashmir
562,05-May-20,KA,22,2,10,Karnataka
563,05-May-20,KL,3,0,0,Kerala
564,05-May-20,LA,0,0,0,Ladakh
565,05-May-20,LD,0,0,0,Lakshadweep
566,05-May-20,MH,984,34,354,Maharashtra
567,05-May-20,ML,0,0,0,Meghalaya
568,05-May-20,MN,0,0,0,Manipur
569,05-May-20,MP,107,11,144,Madhya Pradesh
570,05-May-20,MZ,0,0,1,Mizoram
571,05-May-20,NL,0,0,0,Nagaland
572,05-May-20,OR,8,1,0,Odisha
573,05-May-20,PB,219,2,5,Punjab
574,05-May-20,PY,0,0,0,Puducherry
575,05-May-20,RJ,97,12,87,Rajasthan
576,05-May-20,SK,0,0,0,Sikkim
577,05-May-20,TG,11,0,43,Telangana
578,05-May-20,TN,508,2,76,Tamil Nadu
579,05-May-20,TR,13,0,0,Tripura
580,05-May-20,TT,2971,128,1295,Total
581,05-May-20,UN,0,0,0,State Unassigned
582,05-May-20,UP,114,6,185,Uttar Pradesh
583,05-May-20,UT,1,0,0,Uttarakhand
584,05-May-20,WB,85,7,46,West Bengal
585,06-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
586,06-Apr-20,AP,47,2,0,Andhra Pradesh
587,06-Apr-20,AR,0,0,0,Arunachal Pradesh
588,06-Apr-20,AS,0,0,0,Assam
589,06-Apr-20,BR,0,0,6,Bihar
590,06-Apr-20,CH,0,0,0,Chandigarh
591,06-Apr-20,CT,0,0,0,Chhattisgarh
592,06-Apr-20,DD,0,0,0,Daman and Diu
593,06-Apr-20,DL,22,0,0,Delhi
594,06-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
595,06-Apr-20,GA,0,0,0,Goa
596,06-Apr-20,GJ,18,1,1,Gujarat
597,06-Apr-20,HP,4,0,0,Himachal Pradesh
598,06-Apr-20,HR,20,2,0,Haryana
599,06-Apr-20,JH,1,0,0,Jharkhand
600,06-Apr-20,JK,3,0,0,Jammu and Kashmir
601,06-Apr-20,KA,12,0,8,Karnataka
602,06-Apr-20,KL,13,0,3,Kerala
603,06-Apr-20,LA,0,0,7,Ladakh
604,06-Apr-20,LD,0,0,0,Lakshadweep
605,06-Apr-20,MH,121,7,14,Maharashtra
606,06-Apr-20,ML,0,0,0,Meghalaya
607,06-Apr-20,MN,0,0,1,Manipur
608,06-Apr-20,MP,63,2,8,Madhya Pradesh
609,06-Apr-20,MZ,0,0,0,Mizoram
610,06-Apr-20,NL,0,0,0,Nagaland
611,06-Apr-20,OR,1,0,0,Odisha
612,06-Apr-20,PB,11,0,0,Punjab
613,06-Apr-20,PY,0,0,0,Puducherry
614,06-Apr-20,RJ,35,1,0,Rajasthan
615,06-Apr-20,SK,0,0,0,Sikkim
616,06-Apr-20,TG,30,0,12,Telangana
617,06-Apr-20,TN,50,1,5,Tamil Nadu
618,06-Apr-20,TR,1,0,0,Tripura
619,06-Apr-20,TT,484,16,65,Total
620,06-Apr-20,UN,0,0,0,State Unassigned
621,06-Apr-20,UP,27,0,0,Uttar Pradesh
622,06-Apr-20,UT,5,0,0,Uttarakhand
623,06-Apr-20,WB,0,0,0,West Bengal
624,06-Jun-20,AN,0,0,0,Andaman and Nicobar Islands
625,06-Jun-20,AP,210,0,75,Andhra Pradesh
626,06-Jun-20,AR,2,0,0,Arunachal Pradesh
627,06-Jun-20,AS,230,0,79,Assam
628,06-Jun-20,BR,233,0,65,Bihar
629,06-Jun-20,CH,3,0,0,Chandigarh
630,06-Jun-20,CT,60,2,28,Chhattisgarh
631,06-Jun-20,DD,0,0,0,Daman and Diu
632,06-Jun-20,DL,1320,53,349,Delhi
633,06-Jun-20,DN,5,0,0,Dadra and Nagar Haveli and Daman and Diu
634,06-Jun-20,GA,71,0,0,Goa
635,06-Jun-20,GJ,498,29,313,Gujarat
636,06-Jun-20,HP,7,0,5,Himachal Pradesh
637,06-Jun-20,HR,355,0,71,Haryana
638,06-Jun-20,JH,106,0,38,Jharkhand
639,06-Jun-20,JK,143,3,40,Jammu and Kashmir
640,06-Jun-20,KA,378,2,280,Karnataka
641,06-Jun-20,KL,108,1,50,Kerala
642,06-Jun-20,LA,2,0,2,Ladakh
643,06-Jun-20,LD,0,0,0,Lakshadweep
644,06-Jun-20,MH,2739,120,2243,Maharashtra
645,06-Jun-20,ML,0,0,0,Meghalaya
646,06-Jun-20,MN,25,0,14,Manipur
647,06-Jun-20,MP,232,15,230,Madhya Pradesh
648,06-Jun-20,MZ,0,0,0,Mizoram
649,06-Jun-20,NL,0,0,8,Nagaland
650,06-Jun-20,OR,173,0,112,Odisha
651,06-Jun-20,PB,54,2,23,Punjab
652,06-Jun-20,PY,3,0,5,Puducherry
653,06-Jun-20,RJ,253,13,142,Rajasthan
654,06-Jun-20,SK,4,0,0,Sikkim
655,06-Jun-20,TG,206,10,83,Telangana
656,06-Jun-20,TN,1458,19,633,Tamil Nadu
657,06-Jun-20,TR,55,0,0,Tripura
658,06-Jun-20,TT,10408,297,5433,Total
659,06-Jun-20,UN,582,0,0,State Unassigned
660,06-Jun-20,UP,370,11,260,Uttar Pradesh
661,06-Jun-20,UT,88,0,78,Uttarakhand
662,06-Jun-20,WB,435,17,207,West Bengal
663,06-May-20,AN,0,0,0,Andaman and Nicobar Islands
664,06-May-20,AP,60,2,140,Andhra Pradesh
665,06-May-20,AR,0,0,0,Arunachal Pradesh
666,06-May-20,AS,1,0,2,Assam
667,06-May-20,BR,7,0,0,Bihar
668,06-May-20,CH,5,0,0,Chandigarh
669,06-May-20,CT,0,0,0,Chhattisgarh
670,06-May-20,DD,0,0,0,Daman and Diu
671,06-May-20,DL,428,1,74,Delhi
672,06-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
673,06-May-20,GA,0,0,0,Goa
674,06-May-20,GJ,380,28,119,Gujarat
675,06-May-20,HP,1,0,0,Himachal Pradesh
676,06-May-20,HR,46,1,4,Haryana
677,06-May-20,JH,2,0,4,Jharkhand
678,06-May-20,JK,34,0,2,Jammu and Kashmir
679,06-May-20,KA,20,0,23,Karnataka
680,06-May-20,KL,0,0,7,Kerala
681,06-May-20,LA,0,0,0,Ladakh
682,06-May-20,LD,0,0,0,Lakshadweep
683,06-May-20,MH,1233,34,275,Maharashtra
684,06-May-20,ML,0,0,0,Meghalaya
685,06-May-20,MN,0,0,0,Manipur
686,06-May-20,MP,89,9,99,Madhya Pradesh
687,06-May-20,MZ,0,0,0,Mizoram
688,06-May-20,NL,0,0,0,Nagaland
689,06-May-20,OR,28,0,1,Odisha
690,06-May-20,PB,75,2,2,Punjab
691,06-May-20,PY,0,0,0,Puducherry
692,06-May-20,RJ,159,4,214,Rajasthan
693,06-May-20,SK,0,0,0,Sikkim
694,06-May-20,TG,11,0,20,Telangana
695,06-May-20,TN,771,2,31,Tamil Nadu
696,06-May-20,TR,22,0,0,Tripura
697,06-May-20,TT,3602,91,1161,Total
698,06-May-20,UN,0,0,0,State Unassigned
699,06-May-20,UP,118,4,143,Uttar Pradesh
700,06-May-20,UT,0,0,0,Uttarakhand
701,06-May-20,WB,112,4,1,West Bengal
702,07-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
703,07-Apr-20,AP,11,1,0,Andhra Pradesh
704,07-Apr-20,AR,0,0,0,Arunachal Pradesh
705,07-Apr-20,AS,2,0,0,Assam
706,07-Apr-20,BR,6,0,6,Bihar
707,07-Apr-20,CH,0,0,2,Chandigarh
708,07-Apr-20,CT,0,0,1,Chhattisgarh
709,07-Apr-20,DD,0,0,0,Daman and Diu
710,07-Apr-20,DL,51,2,4,Delhi
711,07-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
712,07-Apr-20,GA,0,0,0,Goa
713,07-Apr-20,GJ,29,2,3,Gujarat
714,07-Apr-20,HP,9,0,1,Himachal Pradesh
715,07-Apr-20,HR,33,0,2,Haryana
716,07-Apr-20,JH,0,0,0,Jharkhand
717,07-Apr-20,JK,16,1,0,Jammu and Kashmir
718,07-Apr-20,KA,12,0,5,Karnataka
719,07-Apr-20,KL,9,0,12,Kerala
720,07-Apr-20,LA,0,0,0,Ladakh
721,07-Apr-20,LD,0,0,0,Lakshadweep
722,07-Apr-20,MH,150,12,9,Maharashtra
723,07-Apr-20,ML,0,0,0,Meghalaya
724,07-Apr-20,MN,0,0,0,Manipur
725,07-Apr-20,MP,34,6,10,Madhya Pradesh
726,07-Apr-20,MZ,0,0,0,Mizoram
727,07-Apr-20,NL,0,0,0,Nagaland
728,07-Apr-20,OR,2,1,0,Odisha
729,07-Apr-20,PB,20,1,10,Punjab
730,07-Apr-20,PY,0,0,1,Puducherry
731,07-Apr-20,RJ,42,0,0,Rajasthan
732,07-Apr-20,SK,0,0,0,Sikkim
733,07-Apr-20,TG,40,0,0,Telangana
734,07-Apr-20,TN,69,1,6,Tamil Nadu
735,07-Apr-20,TR,0,0,0,Tripura
736,07-Apr-20,TT,572,27,75,Total
737,07-Apr-20,UN,0,0,0,State Unassigned
738,07-Apr-20,UP,27,0,0,Uttar Pradesh
739,07-Apr-20,UT,0,0,0,Uttarakhand
740,07-Apr-20,WB,11,0,3,West Bengal
741,07-Jun-20,AN,0,0,0,Andaman and Nicobar Islands
742,07-Jun-20,AP,199,2,29,Andhra Pradesh
743,07-Jun-20,AR,3,0,0,Arunachal Pradesh
744,07-Jun-20,AS,208,0,48,Assam
745,07-Jun-20,BR,239,1,107,Bihar
746,07-Jun-20,CH,2,0,1,Chandigarh
747,07-Jun-20,CT,150,0,7,Chhattisgarh
748,07-Jun-20,DD,0,0,0,Daman and Diu
749,07-Jun-20,DL,1282,51,335,Delhi
750,07-Jun-20,DN,1,0,1,Dadra and Nagar Haveli and Daman and Diu
751,07-Jun-20,GA,33,0,0,Goa
752,07-Jun-20,GJ,480,30,319,Gujarat
753,07-Jun-20,HP,11,0,28,Himachal Pradesh
754,07-Jun-20,HR,496,4,194,Haryana
755,07-Jun-20,JH,75,0,17,Jharkhand
756,07-Jun-20,JK,620,2,90,Jammu and Kashmir
757,07-Jun-20,KA,239,2,159,Karnataka
758,07-Jun-20,KL,107,0,41,Kerala
759,07-Jun-20,LA,4,0,0,Ladakh
760,07-Jun-20,LD,0,0,0,Lakshadweep
761,07-Jun-20,MH,3007,91,1924,Maharashtra
762,07-Jun-20,ML,3,0,0,Meghalaya
763,07-Jun-20,MN,15,0,0,Manipur
764,07-Jun-20,MP,173,13,223,Madhya Pradesh
765,07-Jun-20,MZ,10,0,0,Mizoram
766,07-Jun-20,NL,9,0,0,Nagaland
767,07-Jun-20,OR,75,1,178,Odisha
768,07-Jun-20,PB,93,1,14,Punjab
769,07-Jun-20,PY,12,0,1,Puducherry
770,07-Jun-20,RJ,262,9,253,Rajasthan
771,07-Jun-20,SK,0,0,0,Sikkim
772,07-Jun-20,TG,154,14,32,Telangana
773,07-Jun-20,TN,1515,18,604,Tamil Nadu
774,07-Jun-20,TR,53,0,19,Tripura
775,07-Jun-20,TT,10882,261,5191,Total
776,07-Jun-20,UN,418,0,0,State Unassigned
777,07-Jun-20,UP,433,7,277,Uttar Pradesh
778,07-Jun-20,UT,52,2,106,Uttarakhand
779,07-Jun-20,WB,449,13,184,West Bengal
780,07-May-20,AN,0,0,1,Andaman and Nicobar Islands
781,07-May-20,AP,56,2,51,Andhra Pradesh
782,07-May-20,AR,0,0,0,Arunachal Pradesh
783,07-May-20,AS,8,0,0,Assam
784,07-May-20,BR,8,1,60,Bihar
785,07-May-20,CH,11,0,0,Chandigarh
786,07-May-20,CT,0,0,0,Chhattisgarh
787,07-May-20,DD,0,0,0,Daman and Diu
788,07-May-20,DL,448,1,389,Delhi
789,07-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
790,07-May-20,GA,0,0,0,Goa
791,07-May-20,GJ,388,29,209,Gujarat
792,07-May-20,HP,3,0,0,Himachal Pradesh
793,07-May-20,HR,31,0,0,Haryana
794,07-May-20,JH,5,0,4,Jharkhand
795,07-May-20,JK,18,1,13,Jammu and Kashmir
796,07-May-20,KA,12,1,12,Karnataka
797,07-May-20,KL,0,0,5,Kerala
798,07-May-20,LA,0,0,0,Ladakh
799,07-May-20,LD,0,0,0,Lakshadweep
800,07-May-20,MH,1216,43,207,Maharashtra
801,07-May-20,ML,0,0,0,Meghalaya
802,07-May-20,MN,0,0,0,Manipur
803,07-May-20,MP,114,8,132,Madhya Pradesh
804,07-May-20,MZ,0,0,0,Mizoram
805,07-May-20,NL,0,0,0,Nagaland
806,07-May-20,OR,14,0,1,Odisha
807,07-May-20,PB,118,1,14,Punjab
808,07-May-20,PY,0,0,0,Puducherry
809,07-May-20,RJ,110,6,150,Rajasthan
810,07-May-20,SK,0,0,0,Sikkim
811,07-May-20,TG,15,0,45,Telangana
812,07-May-20,TN,580,2,31,Tamil Nadu
813,07-May-20,TR,24,0,0,Tripura
814,07-May-20,TT,3344,104,1475,Total
815,07-May-20,UN,0,0,0,State Unassigned
816,07-May-20,UP,73,2,120,Uttar Pradesh
817,07-May-20,UT,0,0,0,Uttarakhand
818,07-May-20,WB,92,7,31,West Bengal
819,08-Apr-20,AN,1,0,0,Andaman and Nicobar Islands
820,08-Apr-20,AP,34,0,1,Andhra Pradesh
821,08-Apr-20,AR,0,0,0,Arunachal Pradesh
822,08-Apr-20,AS,0,0,0,Assam
823,08-Apr-20,BR,1,0,0,Bihar
824,08-Apr-20,CH,0,0,0,Chandigarh
825,08-Apr-20,CT,0,0,0,Chhattisgarh
826,08-Apr-20,DD,0,0,0,Daman and Diu
827,08-Apr-20,DL,93,0,1,Delhi
828,08-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
829,08-Apr-20,GA,0,0,0,Goa
830,08-Apr-20,GJ,11,2,0,Gujarat
831,08-Apr-20,HP,0,0,0,Himachal Pradesh
832,08-Apr-20,HR,24,0,1,Haryana
833,08-Apr-20,JH,0,0,0,Jharkhand
834,08-Apr-20,JK,33,0,2,Jammu and Kashmir
835,08-Apr-20,KA,6,1,3,Karnataka
836,08-Apr-20,KL,9,0,13,Kerala
837,08-Apr-20,LA,0,0,0,Ladakh
838,08-Apr-20,LD,0,0,0,Lakshadweep
839,08-Apr-20,MH,117,8,38,Maharashtra
840,08-Apr-20,ML,0,0,0,Meghalaya
841,08-Apr-20,MN,0,0,0,Manipur
842,08-Apr-20,MP,51,3,4,Madhya Pradesh
843,08-Apr-20,MZ,0,0,0,Mizoram
844,08-Apr-20,NL,0,0,0,Nagaland
845,08-Apr-20,OR,0,0,0,Odisha
846,08-Apr-20,PB,7,1,0,Punjab
847,08-Apr-20,PY,0,0,0,Puducherry
848,08-Apr-20,RJ,40,1,20,Rajasthan
849,08-Apr-20,SK,0,0,0,Sikkim
850,08-Apr-20,TG,49,0,0,Telangana
851,08-Apr-20,TN,48,1,2,Tamil Nadu
852,08-Apr-20,TR,0,0,0,Tripura
853,08-Apr-20,TT,565,20,96,Total
854,08-Apr-20,UN,0,0,0,State Unassigned
855,08-Apr-20,UP,29,1,10,Uttar Pradesh
856,08-Apr-20,UT,4,0,1,Uttarakhand
857,08-Apr-20,WB,8,2,0,West Bengal
858,08-Jun-20,AN,0,0,0,Andaman and Nicobar Islands
859,08-Jun-20,AP,154,0,42,Andhra Pradesh
860,08-Jun-20,AR,6,0,0,Arunachal Pradesh
861,08-Jun-20,AS,154,0,148,Assam
862,08-Jun-20,BR,177,1,137,Bihar
863,08-Jun-20,CH,6,0,11,Chandigarh
864,08-Jun-20,CT,124,0,69,Chhattisgarh
865,08-Jun-20,DD,0,0,0,Daman and Diu
866,08-Jun-20,DL,1007,62,358,Delhi
867,08-Jun-20,DN,2,0,0,Dadra and Nagar Haveli and Daman and Diu
868,08-Jun-20,GA,30,0,2,Goa
869,08-Jun-20,GJ,477,31,321,Gujarat
870,08-Jun-20,HP,10,0,5,Himachal Pradesh
871,08-Jun-20,HR,406,11,226,Haryana
872,08-Jun-20,JH,187,0,29,Jharkhand
873,08-Jun-20,JK,198,4,108,Jammu and Kashmir
874,08-Jun-20,KA,308,3,309,Karnataka
875,08-Jun-20,KL,91,1,11,Kerala
876,08-Jun-20,LA,0,0,0,Ladakh
877,08-Jun-20,LD,0,0,0,Lakshadweep
878,08-Jun-20,MH,2554,109,1661,Maharashtra
879,08-Jun-20,ML,3,0,0,Meghalaya
880,08-Jun-20,MN,100,0,6,Manipur
881,08-Jun-20,MP,237,2,205,Madhya Pradesh
882,08-Jun-20,MZ,8,0,0,Mizoram
883,08-Jun-20,NL,6,0,0,Nagaland
884,08-Jun-20,OR,138,0,99,Odisha
885,08-Jun-20,PB,55,2,22,Punjab
886,08-Jun-20,PY,9,0,4,Puducherry
887,08-Jun-20,RJ,277,6,363,Rajasthan
888,08-Jun-20,SK,0,0,0,Sikkim
889,08-Jun-20,TG,92,5,0,Telangana
890,08-Jun-20,TN,1562,17,528,Tamil Nadu
891,08-Jun-20,TR,38,0,0,Tripura
892,08-Jun-20,TT,8536,271,5171,Total
893,08-Jun-20,UN,-773,0,0,State Unassigned
894,08-Jun-20,UP,411,8,159,Uttar Pradesh
895,08-Jun-20,UT,56,0,186,Uttarakhand
896,08-Jun-20,WB,426,9,162,West Bengal
897,08-May-20,AN,0,0,0,Andaman and Nicobar Islands
898,08-May-20,AP,54,3,62,Andhra Pradesh
899,08-May-20,AR,0,0,0,Arunachal Pradesh
900,08-May-20,AS,6,1,0,Assam
901,08-May-20,BR,29,0,49,Bihar
902,08-May-20,CH,11,1,0,Chandigarh
903,08-May-20,CT,0,0,2,Chhattisgarh
904,08-May-20,DD,0,0,0,Daman and Diu
905,08-May-20,DL,338,2,89,Delhi
906,08-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
907,08-May-20,GA,0,0,0,Goa
908,08-May-20,GJ,390,24,163,Gujarat
909,08-May-20,HP,4,0,0,Himachal Pradesh
910,08-May-20,HR,22,1,19,Haryana
911,08-May-20,JH,22,0,0,Jharkhand
912,08-May-20,JK,30,0,29,Jammu and Kashmir
913,08-May-20,KA,48,0,10,Karnataka
914,08-May-20,KL,1,0,10,Kerala
915,08-May-20,LA,0,0,1,Ladakh
916,08-May-20,LD,0,0,0,Lakshadweep
917,08-May-20,MH,1089,37,169,Maharashtra
918,08-May-20,ML,0,0,0,Meghalaya
919,08-May-20,MN,0,0,0,Manipur
920,08-May-20,MP,89,7,118,Madhya Pradesh
921,08-May-20,MZ,0,0,0,Mizoram
922,08-May-20,NL,0,0,0,Nagaland
923,08-May-20,OR,51,0,1,Odisha
924,08-May-20,PB,87,1,3,Punjab
925,08-May-20,PY,1,0,2,Puducherry
926,08-May-20,RJ,152,4,122,Rajasthan
927,08-May-20,SK,0,0,0,Sikkim
928,08-May-20,TG,10,0,34,Telangana
929,08-May-20,TN,600,3,58,Tamil Nadu
930,08-May-20,TR,30,0,0,Tripura
931,08-May-20,TT,3339,97,1111,Total
932,08-May-20,UN,0,0,0,State Unassigned
933,08-May-20,UP,143,4,137,Uttar Pradesh
934,08-May-20,UT,2,0,6,Uttarakhand
935,08-May-20,WB,130,9,27,West Bengal
936,09-Apr-20,AN,0,0,10,Andaman and Nicobar Islands
937,09-Apr-20,AP,15,2,4,Andhra Pradesh
938,09-Apr-20,AR,0,0,0,Arunachal Pradesh
939,09-Apr-20,AS,1,0,0,Assam
940,09-Apr-20,BR,19,0,0,Bihar
941,09-Apr-20,CH,0,0,0,Chandigarh
942,09-Apr-20,CT,8,0,0,Chhattisgarh
943,09-Apr-20,DD,0,0,0,Daman and Diu
944,09-Apr-20,DL,51,3,4,Delhi
945,09-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
946,09-Apr-20,GA,0,0,0,Goa
947,09-Apr-20,GJ,76,2,1,Gujarat
948,09-Apr-20,HP,1,0,0,Himachal Pradesh
949,09-Apr-20,HR,3,0,0,Haryana
950,09-Apr-20,JH,9,1,0,Jharkhand
951,09-Apr-20,JK,26,1,0,Jammu and Kashmir
952,09-Apr-20,KA,16,1,2,Karnataka
953,09-Apr-20,KL,12,0,13,Kerala
954,09-Apr-20,LA,0,0,0,Ladakh
955,09-Apr-20,LD,0,0,0,Lakshadweep
956,09-Apr-20,MH,229,25,8,Maharashtra
957,09-Apr-20,ML,0,0,0,Meghalaya
958,09-Apr-20,MN,0,0,0,Manipur
959,09-Apr-20,MP,70,9,0,Madhya Pradesh
960,09-Apr-20,MZ,0,0,0,Mizoram
961,09-Apr-20,NL,0,0,0,Nagaland
962,09-Apr-20,OR,6,0,0,Odisha
963,09-Apr-20,PB,24,1,4,Punjab
964,09-Apr-20,PY,0,0,0,Puducherry
965,09-Apr-20,RJ,80,0,15,Rajasthan
966,09-Apr-20,SK,0,0,0,Sikkim
967,09-Apr-20,TG,18,1,0,Telangana
968,09-Apr-20,TN,96,0,6,Tamil Nadu
969,09-Apr-20,TR,0,0,0,Tripura
970,09-Apr-20,TT,813,46,70,Total
971,09-Apr-20,UN,0,0,0,State Unassigned
972,09-Apr-20,UP,49,0,0,Uttar Pradesh
973,09-Apr-20,UT,0,0,0,Uttarakhand
974,09-Apr-20,WB,4,0,3,West Bengal
975,09-Jun-20,AN,1,0,0,Andaman and Nicobar Islands
976,09-Jun-20,AP,69,2,48,Andhra Pradesh
977,09-Jun-20,AR,0,0,1,Arunachal Pradesh
978,09-Jun-20,AS,215,1,312,Assam
979,09-Jun-20,BR,208,2,228,Bihar
980,09-Jun-20,CH,6,0,0,Chandigarh
981,09-Jun-20,CT,14,1,12,Chhattisgarh
982,09-Jun-20,DD,0,0,0,Daman and Diu
983,09-Jun-20,DL,1366,31,504,Delhi
984,09-Jun-20,DN,2,0,0,Dadra and Nagar Haveli and Daman and Diu
985,09-Jun-20,GA,29,0,0,Goa
986,09-Jun-20,GJ,470,33,409,Gujarat
987,09-Jun-20,HP,16,0,14,Himachal Pradesh
988,09-Jun-20,HR,355,6,107,Haryana
989,09-Jun-20,JH,126,1,40,Jharkhand
990,09-Jun-20,JK,61,3,182,Jammu and Kashmir
991,09-Jun-20,KA,161,2,164,Karnataka
992,09-Jun-20,KL,91,0,34,Kerala
993,09-Jun-20,LA,5,0,0,Ladakh
994,09-Jun-20,LD,0,0,0,Lakshadweep
995,09-Jun-20,MH,2258,120,1664,Maharashtra
996,09-Jun-20,ML,4,0,0,Meghalaya
997,09-Jun-20,MN,32,0,6,Manipur
998,09-Jun-20,MP,211,6,193,Madhya Pradesh
999,09-Jun-20,MZ,46,0,0,Mizoram
1000,09-Jun-20,NL,5,0,2,Nagaland
1001,09-Jun-20,OR,146,0,140,Odisha
1002,09-Jun-20,PB,56,2,39,Punjab
1003,09-Jun-20,PY,4,0,2,Puducherry
1004,09-Jun-20,RJ,369,9,211,Rajasthan
1005,09-Jun-20,SK,6,0,3,Sikkim
1006,09-Jun-20,TG,178,6,0,Telangana
1007,09-Jun-20,TN,1685,18,798,Tamil Nadu
1008,09-Jun-20,TR,26,1,0,Tripura
1009,09-Jun-20,TT,9981,272,5634,Total
1010,09-Jun-20,UN,874,0,0,State Unassigned
1011,09-Jun-20,UP,388,18,325,Uttar Pradesh
1012,09-Jun-20,UT,126,0,41,Uttarakhand
1013,09-Jun-20,WB,372,10,155,West Bengal
1014,09-May-20,AN,0,0,0,Andaman and Nicobar Islands
1015,09-May-20,AP,43,3,45,Andhra Pradesh
1016,09-May-20,AR,0,0,0,Arunachal Pradesh
1017,09-May-20,AS,2,-1,0,Assam
1018,09-May-20,BR,32,0,51,Bihar
1019,09-May-20,CH,23,0,3,Chandigarh
1020,09-May-20,CT,0,0,5,Chhattisgarh
1021,09-May-20,DD,0,0,0,Daman and Diu
1022,09-May-20,DL,224,0,0,Delhi
1023,09-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1024,09-May-20,GA,0,0,0,Goa
1025,09-May-20,GJ,394,23,219,Gujarat
1026,09-May-20,HP,2,0,1,Himachal Pradesh
1027,09-May-20,HR,28,1,11,Haryana
1028,09-May-20,JH,2,0,37,Jharkhand
1029,09-May-20,JK,13,0,4,Jammu and Kashmir
1030,09-May-20,KA,41,0,10,Karnataka
1031,09-May-20,KL,2,0,1,Kerala
1032,09-May-20,LA,0,0,0,Ladakh
1033,09-May-20,LD,0,0,0,Lakshadweep
1034,09-May-20,MH,1165,48,330,Maharashtra
1035,09-May-20,ML,1,0,0,Meghalaya
1036,09-May-20,MN,0,0,0,Manipur
1037,09-May-20,MP,116,11,131,Madhya Pradesh
1038,09-May-20,MZ,0,0,0,Mizoram
1039,09-May-20,NL,0,0,0,Nagaland
1040,09-May-20,OR,82,1,5,Odisha
1041,09-May-20,PB,31,2,5,Punjab
1042,09-May-20,PY,0,0,0,Puducherry
1043,09-May-20,RJ,129,3,151,Rajasthan
1044,09-May-20,SK,0,0,0,Sikkim
1045,09-May-20,TG,31,1,24,Telangana
1046,09-May-20,TN,526,4,219,Tamil Nadu
1047,09-May-20,TR,17,0,0,Tripura
1048,09-May-20,TT,3175,115,1414,Total
1049,09-May-20,UN,0,0,0,State Unassigned
1050,09-May-20,UP,159,8,112,Uttar Pradesh
1051,09-May-20,UT,4,0,1,Uttarakhand
1052,09-May-20,WB,108,11,49,West Bengal
1053,10-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1054,10-Apr-20,AP,18,0,0,Andhra Pradesh
1055,10-Apr-20,AR,0,0,0,Arunachal Pradesh
1056,10-Apr-20,AS,0,1,0,Assam
1057,10-Apr-20,BR,2,0,0,Bihar
1058,10-Apr-20,CH,1,0,0,Chandigarh
1059,10-Apr-20,CT,0,0,0,Chhattisgarh
1060,10-Apr-20,DD,0,0,0,Daman and Diu
1061,10-Apr-20,DL,183,2,2,Delhi
1062,10-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1063,10-Apr-20,GA,0,0,1,Goa
1064,10-Apr-20,GJ,116,1,7,Gujarat
1065,10-Apr-20,HP,0,0,0,Himachal Pradesh
1066,10-Apr-20,HR,6,0,4,Haryana
1067,10-Apr-20,JH,1,0,0,Jharkhand
1068,10-Apr-20,JK,23,0,0,Jammu and Kashmir
1069,10-Apr-20,KA,10,0,4,Karnataka
1070,10-Apr-20,KL,7,0,27,Kerala
